timestamp,open,high,low,close,volume
2024-04-15T13:30:00Z,442.0700073242188,442.090087890625,438.6000061035156,439.5199890136719,11585642
2024-04-15T14:30:00Z,439.5,440.0,437.8200073242188,438.7099914550781,6551698
2024-04-15T15:30:00Z,438.7250061035156,439.4800109863281,437.05999755859375,437.2889099121094,4082047
2024-04-15T16:30:00Z,437.2999877929688,437.2999877929688,432.6900024414063,432.7900085449219,8098253
2024-04-15T17:30:00Z,432.80999755859375,432.80999755859375,430.9400024414063,431.4299926757813,12426591
2024-04-15T18:30:00Z,431.3999938964844,432.5499877929688,430.2099914550781,430.6199951171875,7456748
2024-04-15T19:30:00Z,430.6600036621094,431.7300109863281,430.5700073242188,430.989990234375,9053573
2024-04-16T13:30:00Z,430.8900146484375,432.4100036621094,429.7799987792969,430.6400146484375,10376022
2024-04-16T14:30:00Z,430.6412048339844,432.1099853515625,430.0799865722656,431.9299926757813,6319661
2024-04-16T15:30:00Z,431.9299926757813,432.5299987792969,430.739990234375,431.6549987792969,4040125
2024-04-16T16:30:00Z,431.6199951171875,432.3800048828125,431.3500061035156,431.6400146484375,3728673
2024-04-16T17:30:00Z,431.6799926757813,433.760009765625,429.7000122070313,430.6199951171875,9581928
2024-04-16T18:30:00Z,430.6199951171875,432.989990234375,430.5899963378906,432.739990234375,5486429
2024-04-16T19:30:00Z,432.7099914550781,432.7099914550781,431.0,431.0899963378906,5898000
2024-04-17T13:30:00Z,433.0899963378906,433.0999145507813,429.5299987792969,430.5400085449219,9745198
2024-04-17T14:30:00Z,430.5400085449219,430.7300109863281,428.4700012207031,428.5299987792969,6273616
2024-04-17T15:30:00Z,428.5299987792969,428.6600036621094,426.239990234375,426.4700012207031,7226447
2024-04-17T16:30:00Z,426.4599914550781,427.2699890136719,424.9093017578125,427.2699890136719,7960755
2024-04-17T17:30:00Z,427.260009765625,428.0499877929688,426.7300109863281,427.1700134277344,5092803
2024-04-17T18:30:00Z,427.2300109863281,429.25,425.7300109863281,425.8670959472656,7464245
2024-04-17T19:30:00Z,425.8699951171875,427.239990234375,425.6799926757813,425.7999877929688,9298346
2024-04-18T13:30:00Z,426.4100036621094,426.6099853515625,423.5299987792969,425.989990234375,12003884
2024-04-18T14:30:00Z,426.010009765625,428.239990234375,425.989990234375,427.2650146484375,5920460
2024-04-18T15:30:00Z,427.2699890136719,427.4809875488281,426.4000854492188,426.7793884277344,3773589
2024-04-18T16:30:00Z,426.7699890136719,426.8399963378906,423.2000122070313,424.4013977050781,5560977
2024-04-18T17:30:00Z,424.4100036621094,424.6196899414063,422.8299865722656,423.80999755859375,4991363
2024-04-18T18:30:00Z,423.8200073242188,424.4750061035156,422.8599853515625,423.7799987792969,5668211
2024-04-18T19:30:00Z,423.80999755859375,424.5400085449219,423.010009765625,423.3599853515625,5683146
2024-04-19T13:30:00Z,422.1199951171875,422.75,418.5199890136719,419.3786926269531,15818148
2024-04-19T14:30:00Z,419.3699951171875,420.4700012207031,418.0400085449219,418.3500061035156,9598380
2024-04-19T15:30:00Z,418.3251037597656,418.7999877929688,415.2999877929688,415.3399963378906,9179840
